locus_id	gen_contig_id	gen_contig_start	gen_contig_stop	strand	out_seq_id	out_seq_start	out_seq_stop	pct_locus	overhangs	product
GBEIEJCH_02604	rec144	12088	13119	+	S_Abortusovis_SR44_AGEnt_accessory_0143_length_3717	736	1767	100.00	0,0	putative transport protein
GBEIEJCH_02605	rec144	13412	15004	+	S_Abortusovis_SR44_AGEnt_accessory_0143_length_3717	2060	3652	100.00	0,0	putative glycosyl hydrolase
GBEIEJCH_02606	rec144	15059	15069	-	S_Abortusovis_SR44_AGEnt_accessory_0143_length_3717	3707	3717	1.23	0,883	transcriptional activator protein NhaR
GBEIEJCH_02609	rec144	17646	18692	-	S_Abortusovis_SR44_AGEnt_accessory_0144_length_7509	68	1114	100.00	0,0	hypothetical protein
GBEIEJCH_02610	rec144	18710	19906	-	S_Abortusovis_SR44_AGEnt_accessory_0144_length_7509	1132	2328	100.00	0,0	putative sulfatase regulatory protein
GBEIEJCH_02611	rec144	20010	20210	-	S_Abortusovis_SR44_AGEnt_accessory_0144_length_7509	2432	2632	100.00	0,0	putative secreted sulfatase
GBEIEJCH_02612	rec144	20256	21503	-	S_Abortusovis_SR44_AGEnt_accessory_0144_length_7509	2678	3925	100.00	0,0	putative secreted sulfatase
GBEIEJCH_02613	rec144	21524	22288	-	S_Abortusovis_SR44_AGEnt_accessory_0144_length_7509	3946	4710	100.00	0,0	putative exported protein
GBEIEJCH_02614	rec144	22872	23219	-	S_Abortusovis_SR44_AGEnt_accessory_0144_length_7509	5294	5641	100.00	0,0	hypothetical protein
GBEIEJCH_02615	rec144	23244	23456	-	S_Abortusovis_SR44_AGEnt_accessory_0144_length_7509	5666	5878	100.00	0,0	putative sulfatase
GBEIEJCH_02616	rec144	24203	24652	+	S_Abortusovis_SR44_AGEnt_accessory_0144_length_7509	6625	7074	100.00	0,0	putative membrane protein
GBEIEJCH_02617	rec144	24752	25039	-	S_Abortusovis_SR44_AGEnt_accessory_0144_length_7509	7174	7461	100.00	0,0	putative membrane protein
GBEIEJCH_02618	rec144	25078	25087	-	S_Abortusovis_SR44_AGEnt_accessory_0144_length_7509	7500	7509	1.18	0,836	putative exported protein
GBEIEJCH_02640	rec144	48309	48467	-	S_Abortusovis_SR44_AGEnt_accessory_0145_length_268	1	159	26.90	432,0	molybdopterin biosynthesis Mog protein
GBEIEJCH_02650	rec144	59525	59839	+	S_Abortusovis_SR44_AGEnt_accessory_0146_length_671	199	513	100.00	0,0	hypothetical protein
GBEIEJCH_02653	rec145	25	528	+	S_Abortusovis_SR44_AGEnt_accessory_0147_length_572	25	528	100.00	0,0	decarboxylate transporter
GBEIEJCH_02657	rec145	5422	6288	-	S_Abortusovis_SR44_AGEnt_accessory_0148_length_1066	110	976	100.00	0,0	putative AraC-family transcriptional regulator
GBEIEJCH_02658	rec145	6360	6378	-	S_Abortusovis_SR44_AGEnt_accessory_0148_length_1066	1048	1066	4.83	0,374	putative exported protein
GBEIEJCH_02676	rec145	23768	23793	+	S_Abortusovis_SR44_AGEnt_accessory_0150_length_213	1	26	3.83	652,0	disulfide oxidoreductase
GBEIEJCH_02677	rec145	23965	23980	-	S_Abortusovis_SR44_AGEnt_accessory_0150_length_213	198	213	2.45	0,638	3,4-dihydroxy-2-butanone 4-phosphate synthase
GBEIEJCH_02680	rec145	25969	26268	+	S_Abortusovis_SR44_AGEnt_accessory_0151_length_2858	231	530	100.00	0,0	putative membrane protein
GBEIEJCH_02681	rec145	26320	26514	+	S_Abortusovis_SR44_AGEnt_accessory_0151_length_2858	582	776	100.00	0,0	putative membrane protein
GBEIEJCH_02682	rec145	26533	28296	+	S_Abortusovis_SR44_AGEnt_accessory_0151_length_2858	795	2558	100.00	0,0	putative exported protein
GBEIEJCH_02691	rec145	38672	38674	+	S_Abortusovis_SR44_AGEnt_accessory_0152_length_140	1	3	0.49	609,0	putative membrane protein
GBEIEJCH_02702	rec146	501	815	-	S_Abortusovis_SR44_AGEnt_accessory_0154_length_1392	501	815	100.00	0,0	putative lipoprotein
GBEIEJCH_02718	rec147	12370	12384	+	S_Abortusovis_SR44_AGEnt_accessory_0155_length_868	1	15	0.79	1893,0	putative ABC transporter ATP-binding protein
GBEIEJCH_02719	rec147	12452	12688	-	S_Abortusovis_SR44_AGEnt_accessory_0155_length_868	83	319	100.00	0,0	hypothetical protein
GBEIEJCH_02720	rec147	12771	13082	-	S_Abortusovis_SR44_AGEnt_accessory_0155_length_868	402	713	100.00	0,0	hypothetical protein
GBEIEJCH_02721	rec147	13554	13620	+	S_Abortusovis_SR44_AGEnt_accessory_0156_length_67	1	67	6.55	229,727	hypothetical protein
GBEIEJCH_02737	rec147	29387	29388	+	S_Abortusovis_SR44_AGEnt_accessory_0159_length_4730	1	2	0.15	1372,0	siroheme synthase
GBEIEJCH_02738	rec147	29726	34116	+	S_Abortusovis_SR44_AGEnt_accessory_0159_length_4730	340	4730	79.46	0,1135	putative surface-exposed virulence protein BigA
GBEIEJCH_02774	rec147	71216	71219	+	S_Abortusovis_SR44_AGEnt_accessory_0160_length_122	1	4	0.30	1313,0	high-affinity gluconate transporter
GBEIEJCH_02778	rec148	879	1202	-	S_Abortusovis_SR44_AGEnt_accessory_0164_length_1675	879	1202	100.00	0,0	putative DNA-binding protein
GBEIEJCH_02783	rec148	6446	6587	+	S_Abortusovis_SR44_AGEnt_accessory_0165_length_142	1	142	25.72	89,321	putative NtrC-family transcriptional regulator
GBEIEJCH_02790	rec148	11481	11533	+	S_Abortusovis_SR44_AGEnt_accessory_0166_length_53	1	53	4.91	799,228	putative transferase
GBEIEJCH_02800	rec149	2759	3475	-	S_Abortusovis_SR44_AGEnt_accessory_0169_length_5139	2759	3475	100.00	0,0	autotransporter
GBEIEJCH_02801	rec149	3544	3942	-	S_Abortusovis_SR44_AGEnt_accessory_0169_length_5139	3544	3942	100.00	0,0	autotransporter
GBEIEJCH_02802	rec149	3939	4628	-	S_Abortusovis_SR44_AGEnt_accessory_0169_length_5139	3939	4628	100.00	0,0	putative lipoprotein
GBEIEJCH_02803	rec149	5115	5139	-	S_Abortusovis_SR44_AGEnt_accessory_0169_length_5139	5115	5139	6.89	0,338	hypothetical protein
GBEIEJCH_02807	rec149	7943	7954	-	S_Abortusovis_SR44_AGEnt_accessory_0170_length_185	174	185	0.63	0,1905	mannitol-specific enzyme II of phosphotransferase system
GBEIEJCH_02813	rec149	17100	17188	+	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	1	89	21.65	322,0	NAD/NADP-dependent betaine aldehyde dehydrogenase
GBEIEJCH_02814	rec149	17114	19069	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	15	1970	100.00	0,0	hypothetical protein
GBEIEJCH_02815	rec149	19294	20148	+	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	2195	3049	100.00	0,0	putative transcriptional regulator
GBEIEJCH_02816	rec149	20309	21004	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	3210	3905	100.00	0,0	putative sugar isomerase
GBEIEJCH_02817	rec149	20998	21858	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	3899	4759	100.00	0,0	putative sugar-phosphate isomerase
GBEIEJCH_02818	rec149	21851	22513	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	4752	5414	100.00	0,0	putative hexulose-6-phosphate synthase
GBEIEJCH_02819	rec149	22510	24006	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	5411	6907	100.00	0,0	L-xylulose kinase
GBEIEJCH_02820	rec149	24010	24996	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	6911	7897	100.00	0,0	putative periplasmic protein
GBEIEJCH_02821	rec149	25008	26081	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	7909	8982	100.00	0,0	putative membrane protein
GBEIEJCH_02822	rec149	26078	26287	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	8979	9188	100.00	0,0	putative membrane protein
GBEIEJCH_02823	rec149	26290	26763	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	9191	9664	100.00	0,0	putative membrane protein
GBEIEJCH_02824	rec149	26902	27834	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	9803	10735	100.00	0,0	putative protein YiaX1
GBEIEJCH_02825	rec149	27858	28322	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	10759	11223	100.00	0,0	hypothetical protein
GBEIEJCH_02826	rec149	28334	29326	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	11235	12227	100.00	0,0	putative carboxylic acid dehydrogenase
GBEIEJCH_02827	rec149	29556	30356	+	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	12457	13257	100.00	0,0	putative transcriptional regulator
GBEIEJCH_02828	rec149	30473	30946	+	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	13374	13847	100.00	0,0	putative electron-transport protein
GBEIEJCH_02829	rec149	30983	31138	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	13884	14039	100.00	0,0	valine--pyruvate aminotransferase
GBEIEJCH_02830	rec149	31175	31591	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	14076	14492	100.00	0,0	valine--pyruvate aminotransferase
GBEIEJCH_02831	rec149	31585	32232	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	14486	15133	100.00	0,0	valine--pyruvate aminotransferase
GBEIEJCH_02832	rec149	32406	33835	-	S_Abortusovis_SR44_AGEnt_accessory_0173_length_16736	15307	16736	80.38	0,349	alpha-amylase
GBEIEJCH_02848	rec149	46168	46608	+	S_Abortusovis_SR44_AGEnt_accessory_0174_length_2617	977	1417	100.00	0,0	putative acetyltransferase
GBEIEJCH_02849	rec149	46807	47073	+	S_Abortusovis_SR44_AGEnt_accessory_0174_length_2617	1616	1882	100.00	0,0	hypothetical protein
GBEIEJCH_02850	rec149	47061	47546	+	S_Abortusovis_SR44_AGEnt_accessory_0174_length_2617	1870	2355	100.00	0,0	putative acetyltransferase
GBEIEJCH_00473	rec15	11204	11545	+	S_Abortusovis_SR44_AGEnt_accessory_0176_length_1439	104	445	100.00	0,0	hypothetical protein
GBEIEJCH_00474	rec15	11925	12443	-	S_Abortusovis_SR44_AGEnt_accessory_0176_length_1439	825	1343	100.00	0,0	putative lipoprotein
GBEIEJCH_00475	rec15	12443	12539	-	S_Abortusovis_SR44_AGEnt_accessory_0176_length_1439	1343	1439	26.29	0,272	hypothetical protein
GBEIEJCH_00475	rec15	12750	12811	-	S_Abortusovis_SR44_AGEnt_accessory_0177_length_881	1	62	16.80	307,0	hypothetical protein
GBEIEJCH_00476	rec15	12980	13228	-	S_Abortusovis_SR44_AGEnt_accessory_0177_length_881	231	479	100.00	0,0	putative DNA-binding protein
GBEIEJCH_00477	rec15	13401	13630	+	S_Abortusovis_SR44_AGEnt_accessory_0177_length_881	652	881	61.33	0,145	putative bacteriophage protein
GBEIEJCH_02851	rec150	584	1459	+	S_Abortusovis_SR44_AGEnt_accessory_0178_length_3690	584	1459	100.00	0,0	Regulator of SPI-1
GBEIEJCH_02852	rec150	1471	1743	+	S_Abortusovis_SR44_AGEnt_accessory_0178_length_3690	1471	1743	100.00	0,0	Regulator of flhDC
GBEIEJCH_02853	rec150	1896	2258	+	S_Abortusovis_SR44_AGEnt_accessory_0178_length_3690	1896	2258	100.00	0,0	hypothetical protein
GBEIEJCH_02854	rec150	2555	2740	-	S_Abortusovis_SR44_AGEnt_accessory_0178_length_3690	2555	2740	100.00	0,0	putative membrane protein
GBEIEJCH_02855	rec150	2915	3199	-	S_Abortusovis_SR44_AGEnt_accessory_0178_length_3690	2915	3199	100.00	0,0	putative membrane protein
GBEIEJCH_02856	rec150	3234	3416	-	S_Abortusovis_SR44_AGEnt_accessory_0178_length_3690	3234	3416	100.00	0,0	putative membrane protein
GBEIEJCH_02857	rec150	3884	3914	+	S_Abortusovis_SR44_AGEnt_accessory_0179_length_31	1	31	2.21	118,1252	putative exported protein
GBEIEJCH_02862	rec150	7708	7855	-	S_Abortusovis_SR44_AGEnt_accessory_0180_length_148	1	148	23.95	384,86	putative anaerobic dimethyl sulfoxide reductase chain
GBEIEJCH_02875	rec150	22137	22336	-	S_Abortusovis_SR44_AGEnt_accessory_0182_length_200	1	200	17.36	435,517	outer membrane protein
GBEIEJCH_02883	rec150	30855	30855	-	S_Abortusovis_SR44_AGEnt_accessory_0184_length_11	11	11	0.10	0,1034	putative membrane protein
GBEIEJCH_02884	rec150	32306	32668	+	S_Abortusovis_SR44_AGEnt_accessory_0185_length_1332	216	578	100.00	0,0	hypothetical protein
GBEIEJCH_02885	rec150	32655	32984	+	S_Abortusovis_SR44_AGEnt_accessory_0185_length_1332	565	894	100.00	0,0	putative membrane protein
GBEIEJCH_02886	rec150	33024	33422	-	S_Abortusovis_SR44_AGEnt_accessory_0185_length_1332	934	1332	48.54	0,423	putative secreted protein
GBEIEJCH_02902	rec151	22	1350	-	S_Abortusovis_SR44_AGEnt_accessory_0186_length_5083	22	1350	100.00	0,0	Type III secretion system effector protein, Inhibits Cdc42 and Rac1 by its GAP activity and MAPK signaling and IL-8 secretion through its tyrosine phosphatase activity
GBEIEJCH_02903	rec151	1387	1629	-	S_Abortusovis_SR44_AGEnt_accessory_0186_length_5083	1387	1629	100.00	0,0	Type III secretion system effector protein, Inhibits Cdc42 and Rac1 by its GAP activity and MAPK signaling and IL-8 secretion through its tyrosine phosphatase activity
GBEIEJCH_02904	rec151	1640	2032	-	S_Abortusovis_SR44_AGEnt_accessory_0186_length_5083	1640	2032	100.00	0,0	chaperone (associated with virulence)
GBEIEJCH_02905	rec151	2059	2319	-	S_Abortusovis_SR44_AGEnt_accessory_0186_length_5083	2059	2319	100.00	0,0	hypothetical protein
GBEIEJCH_02906	rec151	2363	2611	-	S_Abortusovis_SR44_AGEnt_accessory_0186_length_5083	2363	2611	100.00	0,0	putative acyl carrier protein
GBEIEJCH_02907	rec151	2630	4687	-	S_Abortusovis_SR44_AGEnt_accessory_0186_length_5083	2630	4687	100.00	0,0	pathogenicity island 1 Type III secretion system effector protein-involved in actin bundling and polymerization leading to epithelial cell invasion and formation of the SCV
GBEIEJCH_02908	rec151	4706	5083	-	S_Abortusovis_SR44_AGEnt_accessory_0186_length_5083	4706	5083	36.63	0,654	pathogenicity island 1 Type III secretion system apparatus-part of the Translocon
GBEIEJCH_02918	rec151	13765	13882	-	S_Abortusovis_SR44_AGEnt_accessory_0187_length_118	1	118	11.67	569,324	surface presentation of antigens protein (associated with type III secretion and virulence)
GBEIEJCH_02927	rec152	305	341	-	S_Abortusovis_SR44_AGEnt_accessory_0189_length_657	1	37	15.42	203,0	hypothetical protein
GBEIEJCH_02928	rec153	22	249	-	S_Abortusovis_SR44_AGEnt_accessory_0190_length_1921	22	249	100.00	0,0	hypothetical protein (assiciated with virulence)
GBEIEJCH_02929	rec153	449	709	+	S_Abortusovis_SR44_AGEnt_accessory_0190_length_1921	449	709	100.00	0,0	hypothetical protein
GBEIEJCH_02930	rec153	990	1790	+	S_Abortusovis_SR44_AGEnt_accessory_0190_length_1921	990	1790	100.00	0,0	hypothetical protein
GBEIEJCH_02940	rec153	10780	10911	-	S_Abortusovis_SR44_AGEnt_accessory_0191_length_132	1	132	31.88	272,10	hypothetical protein
GBEIEJCH_02941	rec153	10902	10911	-	S_Abortusovis_SR44_AGEnt_accessory_0191_length_132	123	132	3.75	0,257	hypothetical protein
GBEIEJCH_02946	rec153	14871	14877	+	S_Abortusovis_SR44_AGEnt_accessory_0192_length_1402	1	7	0.65	1064,0	6-phospho-beta-glucosidase
GBEIEJCH_02947	rec153	14925	15818	-	S_Abortusovis_SR44_AGEnt_accessory_0192_length_1402	55	948	100.00	0,0	hypothetical protein
GBEIEJCH_02961	rec153	30889	30930	-	S_Abortusovis_SR44_AGEnt_accessory_0194_length_188	147	188	5.62	0,705	hypothetical protein
GBEIEJCH_02963	rec153	32565	32573	-	S_Abortusovis_SR44_AGEnt_accessory_0195_length_108	100	108	1.05	0,852	putative membrane protein
GBEIEJCH_02971	rec153	38528	39176	+	S_Abortusovis_SR44_AGEnt_accessory_0197_length_1962	1	649	91.67	59,0	putative membrane protein
GBEIEJCH_02972	rec153	39164	39841	+	S_Abortusovis_SR44_AGEnt_accessory_0197_length_1962	637	1314	100.00	0,0	putative ABC-transport protein, ATP-binding component
GBEIEJCH_02973	rec153	39835	40489	+	S_Abortusovis_SR44_AGEnt_accessory_0197_length_1962	1308	1962	99.70	0,2	putative ABC-transport protein, ATP-binding component
GBEIEJCH_02978	rec153	44785	45675	-	S_Abortusovis_SR44_AGEnt_accessory_0198_length_8456	203	1093	100.00	0,0	putative hydrolase
GBEIEJCH_02979	rec153	45934	46287	-	S_Abortusovis_SR44_AGEnt_accessory_0198_length_8456	1352	1705	100.00	0,0	hypothetical protein
GBEIEJCH_02980	rec153	46466	47473	-	S_Abortusovis_SR44_AGEnt_accessory_0198_length_8456	1884	2891	100.00	0,0	putative oxidoreductase
GBEIEJCH_02981	rec153	47487	48503	-	S_Abortusovis_SR44_AGEnt_accessory_0198_length_8456	2905	3921	100.00	0,0	zinc binding dehydrogenase
GBEIEJCH_02982	rec153	48506	49978	-	S_Abortusovis_SR44_AGEnt_accessory_0198_length_8456	3924	5396	100.00	0,0	putative oxidoreductase
GBEIEJCH_02983	rec153	51209	51958	-	S_Abortusovis_SR44_AGEnt_accessory_0198_length_8456	6627	7376	100.00	0,0	putative GntR-family regulatory protein
GBEIEJCH_02984	rec153	52163	52894	-	S_Abortusovis_SR44_AGEnt_accessory_0198_length_8456	7581	8312	100.00	0,0	putative outer membrane lipoprotein
GBEIEJCH_02985	rec153	53038	53038	-	S_Abortusovis_SR44_AGEnt_accessory_0198_length_8456	8456	8456	0.05	0,1976	Biosynthetic arginine decarboxylase
GBEIEJCH_03001	rec153	68334	68364	+	S_Abortusovis_SR44_AGEnt_accessory_0199_length_1262	1	31	2.73	1106,0	putative oxygen-independent coproporphyrinogen III oxidase
GBEIEJCH_03002	rec153	68456	69463	-	S_Abortusovis_SR44_AGEnt_accessory_0199_length_1262	123	1130	100.00	0,0	hypothetical protein
GBEIEJCH_03015	rec153	80503	80883	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	155	535	100.00	0,0	hypothetical protein
GBEIEJCH_03016	rec153	80948	82273	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	600	1925	100.00	0,0	putative hydrolase
GBEIEJCH_03017	rec153	82298	82825	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	1950	2477	100.00	0,0	hypothetical protein
GBEIEJCH_03018	rec153	82849	83691	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	2501	3343	100.00	0,0	putative citrate lyase
GBEIEJCH_03019	rec153	83783	84661	+	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	3435	4313	100.00	0,0	putative LysR-family transcriptional regulator
GBEIEJCH_03020	rec153	84709	86448	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	4361	6100	100.00	0,0	arylsulfatase
GBEIEJCH_03021	rec153	86517	87701	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	6169	7353	100.00	0,0	arylsulfatase regulator
GBEIEJCH_03022	rec153	88212	88895	+	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	7864	8547	100.00	0,0	LysR-family transcriptional regulator
GBEIEJCH_03023	rec153	89000	89557	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	8652	9209	100.00	0,0	hypothetical protein
GBEIEJCH_03024	rec153	89948	91033	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	9600	10685	100.00	0,0	putative amino acid transport protein
GBEIEJCH_03025	rec153	91242	91616	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	10894	11268	100.00	0,0	hypothetical protein
GBEIEJCH_03026	rec153	91631	92932	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	11283	12584	100.00	0,0	putative oxidoreductase
GBEIEJCH_03027	rec153	93094	94578	+	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	12746	14230	100.00	0,0	putative aldehyde dehydrogenase
GBEIEJCH_03028	rec153	94714	95094	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	14366	14746	100.00	0,0	hypothetical protein
GBEIEJCH_03029	rec153	95094	95579	-	S_Abortusovis_SR44_AGEnt_accessory_0200_length_15953	14746	15231	100.00	0,0	hypothetical protein
GBEIEJCH_03036	rec154	129	137	-	S_Abortusovis_SR44_AGEnt_accessory_0203_length_137	129	137	0.85	0,1050	hypothetical protein
GBEIEJCH_03039	rec154	4871	5581	-	S_Abortusovis_SR44_AGEnt_accessory_0205_length_1543	5	715	100.00	0,0	hypothetical protein
GBEIEJCH_03040	rec154	5581	6409	-	S_Abortusovis_SR44_AGEnt_accessory_0205_length_1543	715	1543	78.73	0,224	putative ABC-transport protein, periplasmic-binding component
GBEIEJCH_03052	rec154	16554	16558	-	S_Abortusovis_SR44_AGEnt_accessory_0207_length_124	120	124	0.99	0,499	exported protein
GBEIEJCH_03066	rec154	27375	27389	+	S_Abortusovis_SR44_AGEnt_accessory_0208_length_1088	1	15	3.29	441,0	putative membrane transport protein
GBEIEJCH_03067	rec154	27434	27889	+	S_Abortusovis_SR44_AGEnt_accessory_0208_length_1088	60	515	100.00	0,0	hypothetical protein
GBEIEJCH_03068	rec154	28047	28241	-	S_Abortusovis_SR44_AGEnt_accessory_0208_length_1088	673	867	100.00	0,0	hypothetical protein
GBEIEJCH_03069	rec154	28444	28462	-	S_Abortusovis_SR44_AGEnt_accessory_0208_length_1088	1070	1088	1.62	0,1154	hypothetical protein
GBEIEJCH_03071	rec154	31104	32081	+	S_Abortusovis_SR44_AGEnt_accessory_0209_length_2749	435	1412	100.00	0,0	putative membrane transport protein (periplasmic component)
GBEIEJCH_03072	rec154	32123	32605	+	S_Abortusovis_SR44_AGEnt_accessory_0209_length_2749	1454	1936	100.00	0,0	putative membrane transport protein
GBEIEJCH_03073	rec155	231	638	-	S_Abortusovis_SR44_AGEnt_accessory_0210_length_683	231	638	100.00	0,0	hypothetical protein
GBEIEJCH_03074	rec156	326	655	-	S_Abortusovis_SR44_AGEnt_accessory_0211_length_952	326	655	100.00	0,0	hypothetical protein
GBEIEJCH_03075	rec157	789	1148	-	S_Abortusovis_SR44_AGEnt_accessory_0212_length_1305	789	1148	100.00	0,0	hypothetical protein
GBEIEJCH_03076	rec158	740	1480	-	S_Abortusovis_SR44_AGEnt_accessory_0213_length_7937	740	1480	100.00	0,0	hypothetical protein
GBEIEJCH_03077	rec158	1672	2250	+	S_Abortusovis_SR44_AGEnt_accessory_0213_length_7937	1672	2250	100.00	0,0	hypothetical protein
GBEIEJCH_03078	rec158	2243	2752	+	S_Abortusovis_SR44_AGEnt_accessory_0213_length_7937	2243	2752	100.00	0,0	hypothetical protein
GBEIEJCH_03079	rec158	2961	3257	+	S_Abortusovis_SR44_AGEnt_accessory_0213_length_7937	2961	3257	100.00	0,0	hypothetical protein
GBEIEJCH_03080	rec158	3346	3927	+	S_Abortusovis_SR44_AGEnt_accessory_0213_length_7937	3346	3927	100.00	0,0	hypothetical protein
GBEIEJCH_03081	rec158	3924	4865	-	S_Abortusovis_SR44_AGEnt_accessory_0213_length_7937	3924	4865	100.00	0,0	hypothetical protein
GBEIEJCH_03082	rec158	5280	6485	+	S_Abortusovis_SR44_AGEnt_accessory_0213_length_7937	5280	6485	100.00	0,0	Plasmid partition protein A
GBEIEJCH_03083	rec158	6485	6658	+	S_Abortusovis_SR44_AGEnt_accessory_0213_length_7937	6485	6658	100.00	0,0	hypothetical protein
GBEIEJCH_03084	rec158	6844	7461	+	S_Abortusovis_SR44_AGEnt_accessory_0213_length_7937	6844	7461	100.00	0,0	Virulence regulon transcriptional activator VirB
GBEIEJCH_03085	rec158	7543	7779	-	S_Abortusovis_SR44_AGEnt_accessory_0213_length_7937	7543	7779	100.00	0,0	DNA repair protein
GBEIEJCH_03086	rec159	29	274	+	S_Abortusovis_SR44_AGEnt_accessory_0214_length_347	29	274	100.00	0,0	hypothetical protein
GBEIEJCH_03094	rec159	5733	6887	+	S_Abortusovis_SR44_AGEnt_accessory_0215_length_1639	411	1565	100.00	0,0	putative chemo-receptor protein
GBEIEJCH_00489	rec16	3938	5219	-	S_Abortusovis_SR44_AGEnt_accessory_0216_length_5024	1	1282	89.78	146,0	putative transcriptional regulator
GBEIEJCH_00490	rec16	5429	6826	+	S_Abortusovis_SR44_AGEnt_accessory_0216_length_5024	1492	2889	100.00	0,0	putative amino acid decarboxylase
GBEIEJCH_00491	rec16	6917	8338	+	S_Abortusovis_SR44_AGEnt_accessory_0216_length_5024	2980	4401	100.00	0,0	putative amino acid transporter
GBEIEJCH_03110	rec161	953	953	+	S_Abortusovis_SR44_AGEnt_accessory_0218_length_599	1	1	0.31	323,0	putative secreted protein
GBEIEJCH_03111	rec161	1096	1545	+	S_Abortusovis_SR44_AGEnt_accessory_0218_length_599	144	593	100.00	0,0	hypothetical protein
GBEIEJCH_03112	rec161	1542	1551	-	S_Abortusovis_SR44_AGEnt_accessory_0218_length_599	590	599	1.65	0,596	Acyl carrier protein phosphodiesterase
GBEIEJCH_03114	rec161	6986	7009	+	S_Abortusovis_SR44_AGEnt_accessory_0219_length_382	1	24	3.45	672,0	hypothetical protein
GBEIEJCH_03115	rec161	7126	7356	+	S_Abortusovis_SR44_AGEnt_accessory_0219_length_382	141	371	100.00	0,0	cytochrome b561 (cytochrome b-561)
GBEIEJCH_03116	rec162	385	1047	-	S_Abortusovis_SR44_AGEnt_accessory_0220_length_3976	385	1047	100.00	0,0	putative methyltransferase
GBEIEJCH_03117	rec162	1444	1539	+	S_Abortusovis_SR44_AGEnt_accessory_0220_length_3976	1444	1539	100.00	0,0	hypothetical protein
GBEIEJCH_03118	rec162	1540	2295	-	S_Abortusovis_SR44_AGEnt_accessory_0220_length_3976	1540	2295	100.00	0,0	putative membrane protein
GBEIEJCH_03119	rec162	2316	3089	-	S_Abortusovis_SR44_AGEnt_accessory_0220_length_3976	2316	3089	100.00	0,0	putative membrane protein
GBEIEJCH_03120	rec162	3226	3906	-	S_Abortusovis_SR44_AGEnt_accessory_0220_length_3976	3226	3906	100.00	0,0	putative amino acid ABC transporter
GBEIEJCH_03121	rec163	253	906	-	S_Abortusovis_SR44_AGEnt_accessory_0221_length_13333	253	906	100.00	0,0	putative ABC amino acid transporter permease
GBEIEJCH_03122	rec163	913	1674	-	S_Abortusovis_SR44_AGEnt_accessory_0221_length_13333	913	1674	100.00	0,0	putative periplasmic amino acid-binding protein
GBEIEJCH_03123	rec163	2581	2949	+	S_Abortusovis_SR44_AGEnt_accessory_0221_length_13333	2581	2949	100.00	0,0	putative membrane protein
GBEIEJCH_03124	rec163	3045	4271	-	S_Abortusovis_SR44_AGEnt_accessory_0221_length_13333	3045	4271	100.00	0,0	Type III secretion system effector protein (SseJ)-antagonises the activity of SifA
GBEIEJCH_03125	rec163	4697	5239	+	S_Abortusovis_SR44_AGEnt_accessory_0221_length_13333	4697	5239	100.00	0,0	putative membrane protein
GBEIEJCH_03126	rec163	5577	5702	+	S_Abortusovis_SR44_AGEnt_accessory_0221_length_13333	5577	5702	100.00	0,0	hypothetical protein
GBEIEJCH_03127	rec163	6465	6740	+	S_Abortusovis_SR44_AGEnt_accessory_0221_length_13333	6465	6740	100.00	0,0	hypothetical protein
GBEIEJCH_03128	rec163	6772	7893	+	S_Abortusovis_SR44_AGEnt_accessory_0221_length_13333	6772	7893	100.00	0,0	alcohol dehydrogenase class III (ec 1.1.1.1) (glutathione-dependent formaldehyde dehydrogenase) (ec 1.2.1.1) (fdh) (faldh)
