locus_id	gen_contig_id	gen_contig_start	gen_contig_stop	strand	out_seq_id	out_seq_start	out_seq_stop	pct_locus	overhangs	product
JEDLFLNC_01309	contig-198000000	1367	1477	+	S_Typhimurium_ST313_AGEnt_accessory_0201_length_1900	1	111	52.86	99,0	multiple antibiotic resistance protein MarB
JEDLFLNC_01310	contig-198000000	1596	2498	-	S_Typhimurium_ST313_AGEnt_accessory_0201_length_1900	230	1132	100.00	0,0	putative membrane protein
JEDLFLNC_03499	contig-198000001	462	1211	-	S_Typhimurium_ST313_AGEnt_accessory_0202_length_2443	462	1211	100.00	0,0	putative electron transfer flavoprotein (beta subunit)
JEDLFLNC_03500	contig-198000001	1234	1749	-	S_Typhimurium_ST313_AGEnt_accessory_0202_length_2443	1234	1749	100.00	0,0	hypothetical protein
JEDLFLNC_01311	contig-199000000	19	1308	+	S_Typhimurium_ST313_AGEnt_accessory_0204_length_1346	19	1308	100.00	0,0	hypothetical protein
JEDLFLNC_00040	contig-2000000	3061	3135	-	S_Typhimurium_ST313_AGEnt_accessory_0206_length_2011	1	75	3.68	1962,0	putative glycosyl hydrolase
JEDLFLNC_00041	contig-2000000	3179	4021	-	S_Typhimurium_ST313_AGEnt_accessory_0206_length_2011	119	961	100.00	0,0	hypothetical protein
JEDLFLNC_00042	contig-2000000	4040	5071	-	S_Typhimurium_ST313_AGEnt_accessory_0206_length_2011	980	2011	83.09	0,210	hypothetical protein
JEDLFLNC_00043	contig-2000000	5327	5758	-	S_Typhimurium_ST313_AGEnt_accessory_0207_length_432	1	432	49.15	30,417	putative aldolase
JEDLFLNC_00050	contig-2000000	11933	12068	+	S_Typhimurium_ST313_AGEnt_accessory_0208_length_2786	1	136	14.44	806,0	putative acetyltransferase
JEDLFLNC_00051	contig-2000000	12083	12529	-	S_Typhimurium_ST313_AGEnt_accessory_0208_length_2786	151	597	100.00	0,0	hypothetical protein
JEDLFLNC_00052	contig-2000000	12526	12837	-	S_Typhimurium_ST313_AGEnt_accessory_0208_length_2786	594	905	100.00	0,0	hypothetical protein
JEDLFLNC_00053	contig-2000000	12923	13852	-	S_Typhimurium_ST313_AGEnt_accessory_0208_length_2786	991	1920	100.00	0,0	putative lipase
JEDLFLNC_00054	contig-2000000	14070	14381	+	S_Typhimurium_ST313_AGEnt_accessory_0208_length_2786	2138	2449	100.00	0,0	hypothetical protein
JEDLFLNC_00055	contig-2000000	14382	14672	+	S_Typhimurium_ST313_AGEnt_accessory_0208_length_2786	2450	2740	100.00	0,0	putative DNA-binding protein
JEDLFLNC_00274	contig-20000000	115	1137	+	S_Typhimurium_ST313_AGEnt_accessory_0209_length_4402	115	1137	100.00	0,0	Myo-inositol metabolism
JEDLFLNC_00275	contig-20000000	1210	2436	+	S_Typhimurium_ST313_AGEnt_accessory_0209_length_4402	1210	2436	100.00	0,0	alpha-ketoglutarate permease
JEDLFLNC_00276	contig-20000000	2597	3412	+	S_Typhimurium_ST313_AGEnt_accessory_0209_length_4402	2597	3412	100.00	0,0	cytoplasmic protein-functionally redundant
JEDLFLNC_00277	contig-20000000	3465	4349	+	S_Typhimurium_ST313_AGEnt_accessory_0209_length_4402	3465	4349	100.00	0,0	Myo-inositol metabolism
JEDLFLNC_01313	contig-200000000	1	231	+	S_Typhimurium_ST313_AGEnt_accessory_0210_length_2256	1	231	100.00	0,0	mannose specific permease
JEDLFLNC_01314	contig-200000000	246	989	+	S_Typhimurium_ST313_AGEnt_accessory_0210_length_2256	246	989	100.00	0,0	mannose specific permease
JEDLFLNC_01315	contig-200000000	992	1846	+	S_Typhimurium_ST313_AGEnt_accessory_0210_length_2256	992	1846	100.00	0,0	mannose specific permease
JEDLFLNC_03505	contig-200000001	138	374	+	S_Typhimurium_ST313_AGEnt_accessory_0211_length_3659	138	374	100.00	0,0	hypothetical protein
JEDLFLNC_03506	contig-200000001	371	886	+	S_Typhimurium_ST313_AGEnt_accessory_0211_length_3659	371	886	100.00	0,0	Protein TraV
JEDLFLNC_03507	contig-200000001	1021	1242	+	S_Typhimurium_ST313_AGEnt_accessory_0211_length_3659	1021	1242	100.00	0,0	putative bacteriophage protein
JEDLFLNC_03508	contig-200000001	1235	1702	+	S_Typhimurium_ST313_AGEnt_accessory_0211_length_3659	1235	1702	100.00	0,0	hypothetical protein
JEDLFLNC_03509	contig-200000001	1699	1818	+	S_Typhimurium_ST313_AGEnt_accessory_0211_length_3659	1699	1818	100.00	0,0	hypothetical protein
JEDLFLNC_03510	contig-200000001	1819	2082	+	S_Typhimurium_ST313_AGEnt_accessory_0211_length_3659	1819	2082	100.00	0,0	hypothetical protein
JEDLFLNC_03511	contig-200000001	2062	2523	-	S_Typhimurium_ST313_AGEnt_accessory_0211_length_3659	2062	2523	100.00	0,0	hypothetical protein
JEDLFLNC_03512	contig-200000001	2584	3312	-	S_Typhimurium_ST313_AGEnt_accessory_0211_length_3659	2584	3312	100.00	0,0	hypothetical protein
JEDLFLNC_02443	contig-20000001	967	1926	-	S_Typhimurium_ST313_AGEnt_accessory_0212_length_8945	967	1926	100.00	0,0	putative regulatory protein
JEDLFLNC_02444	contig-20000001	2182	3717	+	S_Typhimurium_ST313_AGEnt_accessory_0212_length_8945	2182	3717	100.00	0,0	putative ABC transporter ATP-binding protein
JEDLFLNC_02445	contig-20000001	3711	4754	+	S_Typhimurium_ST313_AGEnt_accessory_0212_length_8945	3711	4754	100.00	0,0	putative ABC transporter permease protein
JEDLFLNC_02446	contig-20000001	4754	5752	+	S_Typhimurium_ST313_AGEnt_accessory_0212_length_8945	4754	5752	100.00	0,0	putative ABC transporter, membrane component
JEDLFLNC_02447	contig-20000001	5781	6803	+	S_Typhimurium_ST313_AGEnt_accessory_0212_length_8945	5781	6803	100.00	0,0	putative ABC transport protein, solute-binding component
JEDLFLNC_02448	contig-20000001	6832	7707	+	S_Typhimurium_ST313_AGEnt_accessory_0212_length_8945	6832	7707	100.00	0,0	putative aldolase
JEDLFLNC_02449	contig-20000001	7751	8080	+	S_Typhimurium_ST313_AGEnt_accessory_0212_length_8945	7751	8080	100.00	0,0	hypothetical protein
JEDLFLNC_02450	contig-20000001	8090	8854	+	S_Typhimurium_ST313_AGEnt_accessory_0212_length_8945	8090	8854	100.00	0,0	putative ribulose-phosphate 3-epimerase
JEDLFLNC_02184	contig-2000001	307	519	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	307	519	100.00	0,0	hypothetical protein
JEDLFLNC_02185	contig-2000001	827	940	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	827	940	100.00	0,0	hypothetical protein
JEDLFLNC_02186	contig-2000001	951	1826	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	951	1826	100.00	0,0	hypothetical protein
JEDLFLNC_02187	contig-2000001	2079	2636	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	2079	2636	100.00	0,0	hypothetical protein
JEDLFLNC_02188	contig-2000001	2651	3343	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	2651	3343	100.00	0,0	fimbrial chaperone protein
JEDLFLNC_02189	contig-2000001	3336	5744	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	3336	5744	100.00	0,0	outer membrane usher protein FimD precursor
JEDLFLNC_02190	contig-2000001	5972	6490	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	5972	6490	100.00	0,0	hypothetical protein
JEDLFLNC_02191	contig-2000001	6765	7067	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	6765	7067	100.00	0,0	Major pilu subunit operon regulatory protein PapB
JEDLFLNC_02192	contig-2000001	7958	8167	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	7958	8167	100.00	0,0	putative exported protein
JEDLFLNC_02193	contig-2000001	9039	10028	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	9039	10028	100.00	0,0	RepFIB replication protein A
JEDLFLNC_02194	contig-2000001	11302	11790	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	11302	11790	100.00	0,0	hypothetical protein
JEDLFLNC_02195	contig-2000001	12499	12717	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	12499	12717	100.00	0,0	Antitoxin CcdA
JEDLFLNC_02196	contig-2000001	12719	13024	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	12719	13024	100.00	0,0	Toxin CcdB
JEDLFLNC_02197	contig-2000001	13026	13316	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	13026	13316	100.00	0,0	hypothetical protein
JEDLFLNC_02198	contig-2000001	13313	13834	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	13313	13834	100.00	0,0	hypothetical protein
JEDLFLNC_02199	contig-2000001	13869	14651	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	13869	14651	100.00	0,0	Tyrosine recombinase XerD
JEDLFLNC_02200	contig-2000001	14660	15211	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	14660	15211	100.00	0,0	hypothetical protein
JEDLFLNC_02201	contig-2000001	15398	15886	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	15398	15886	100.00	0,0	hypothetical protein
JEDLFLNC_02202	contig-2000001	15880	16365	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	15880	16365	100.00	0,0	hypothetical protein
JEDLFLNC_02203	contig-2000001	16642	16929	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	16642	16929	100.00	0,0	hypothetical protein
JEDLFLNC_02204	contig-2000001	17085	17645	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	17085	17645	100.00	0,0	intimin
JEDLFLNC_02205	contig-2000001	17712	18062	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	17712	18062	100.00	0,0	phage encoded virulence factor
JEDLFLNC_02206	contig-2000001	18301	18543	+	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	18301	18543	100.00	0,0	hypothetical protein
JEDLFLNC_02207	contig-2000001	18670	19320	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	18670	19320	100.00	0,0	Virulence protein vsdE
JEDLFLNC_02208	contig-2000001	19581	20093	-	S_Typhimurium_ST313_AGEnt_accessory_0213_length_20115	19581	20093	100.00	0,0	MAPK phosphothreonine lyase
JEDLFLNC_01316	contig-201000000	34	900	+	S_Typhimurium_ST313_AGEnt_accessory_0214_length_2479	34	900	100.00	0,0	Shikimate 5-dehydrogenase
JEDLFLNC_01317	contig-201000000	945	1703	+	S_Typhimurium_ST313_AGEnt_accessory_0214_length_2479	945	1703	100.00	0,0	3-dehydroquinate dehydratase
JEDLFLNC_01318	contig-202000000	640	691	+	S_Typhimurium_ST313_AGEnt_accessory_0217_length_110	59	110	21.40	0,191	hypothetical protein
JEDLFLNC_03517	contig-202000001	123	263	+	S_Typhimurium_ST313_AGEnt_accessory_0218_length_2562	123	263	100.00	0,0	putative bacteriophage protein
JEDLFLNC_03518	contig-202000001	260	937	+	S_Typhimurium_ST313_AGEnt_accessory_0218_length_2562	260	937	100.00	0,0	putative antitermination protein
JEDLFLNC_03519	contig-202000001	1210	1773	+	S_Typhimurium_ST313_AGEnt_accessory_0218_length_2562	1210	1773	100.00	0,0	putative bacteriophage protein
JEDLFLNC_03521	contig-202000001	2280	2468	+	S_Typhimurium_ST313_AGEnt_accessory_0218_length_2562	2280	2468	100.00	0,0	hypothetical protein
JEDLFLNC_03522	contig-203000001	46	255	-	S_Typhimurium_ST313_AGEnt_accessory_0219_length_304	46	255	100.00	0,0	hypothetical protein
JEDLFLNC_01322	contig-204000000	177	893	+	S_Typhimurium_ST313_AGEnt_accessory_0220_length_1169	177	893	100.00	0,0	putative lipoprotein
JEDLFLNC_01323	contig-204000000	1161	1169	-	S_Typhimurium_ST313_AGEnt_accessory_0220_length_1169	1161	1169	1.33	0,666	FdhD protein
JEDLFLNC_01324	contig-204000000	2558	2566	+	S_Typhimurium_ST313_AGEnt_accessory_0221_length_1783	1	9	1.33	666,0	FdhD protein
JEDLFLNC_01325	contig-204000000	2834	3865	-	S_Typhimurium_ST313_AGEnt_accessory_0221_length_1783	277	1308	100.00	0,0	putative lipoprotein
JEDLFLNC_03526	contig-204000001	29	538	+	S_Typhimurium_ST313_AGEnt_accessory_0222_length_2428	29	538	100.00	0,0	hypothetical protein
JEDLFLNC_03527	contig-204000001	535	1395	-	S_Typhimurium_ST313_AGEnt_accessory_0222_length_2428	535	1395	100.00	0,0	putative sugar-phosphate isomerase
JEDLFLNC_03528	contig-204000001	1388	2050	-	S_Typhimurium_ST313_AGEnt_accessory_0222_length_2428	1388	2050	100.00	0,0	putative hexulose-6-phosphate synthase
JEDLFLNC_03529	contig-204000001	2047	2403	-	S_Typhimurium_ST313_AGEnt_accessory_0222_length_2428	2047	2403	100.00	0,0	L-xylulose kinase
JEDLFLNC_01326	contig-205000000	97	684	-	S_Typhimurium_ST313_AGEnt_accessory_0223_length_3797	97	684	100.00	0,0	putative bacteriophage tail protein
JEDLFLNC_01327	contig-205000000	687	1208	-	S_Typhimurium_ST313_AGEnt_accessory_0223_length_3797	687	1208	100.00	0,0	putative bacteriophage protein
JEDLFLNC_01328	contig-205000000	1243	1767	-	S_Typhimurium_ST313_AGEnt_accessory_0223_length_3797	1243	1767	100.00	0,0	putative bacteriophage protein
JEDLFLNC_01329	contig-205000000	1760	2173	-	S_Typhimurium_ST313_AGEnt_accessory_0223_length_3797	1760	2173	100.00	0,0	putative bacteriophage protein
JEDLFLNC_01330	contig-205000000	2178	2711	-	S_Typhimurium_ST313_AGEnt_accessory_0223_length_3797	2178	2711	100.00	0,0	putative bacteriophage baseplate protein
JEDLFLNC_01331	contig-205000000	2711	3769	-	S_Typhimurium_ST313_AGEnt_accessory_0223_length_3797	2711	3769	100.00	0,0	bacteriophage tail protein
JEDLFLNC_03534	contig-206000001	1145	1288	-	S_Typhimurium_ST313_AGEnt_accessory_0225_length_287	24	167	100.00	0,0	hypothetical protein
JEDLFLNC_03536	contig-207000001	397	870	-	S_Typhimurium_ST313_AGEnt_accessory_0227_length_2618	397	870	100.00	0,0	hypothetical protein
JEDLFLNC_03537	contig-207000001	909	1916	-	S_Typhimurium_ST313_AGEnt_accessory_0227_length_2618	909	1916	100.00	0,0	putative oxidoreductase
JEDLFLNC_03538	contig-207000001	1930	2475	-	S_Typhimurium_ST313_AGEnt_accessory_0227_length_2618	1930	2475	100.00	0,0	zinc binding dehydrogenase
JEDLFLNC_03539	contig-208000001	35	337	+	S_Typhimurium_ST313_AGEnt_accessory_0228_length_2365	35	337	100.00	0,0	PrpD protein
JEDLFLNC_03540	contig-208000001	378	2264	+	S_Typhimurium_ST313_AGEnt_accessory_0228_length_2365	378	2264	100.00	0,0	PrpE protein
JEDLFLNC_01342	contig-209000000	340	453	-	S_Typhimurium_ST313_AGEnt_accessory_0230_length_3252	340	453	100.00	0,0	hypothetical protein
JEDLFLNC_01343	contig-209000000	761	973	+	S_Typhimurium_ST313_AGEnt_accessory_0230_length_3252	761	973	100.00	0,0	hypothetical protein
JEDLFLNC_01344	contig-209000000	958	1308	+	S_Typhimurium_ST313_AGEnt_accessory_0230_length_3252	958	1308	100.00	0,0	Transcriptional regulatory protein RcsB
JEDLFLNC_01345	contig-209000000	1553	2206	+	S_Typhimurium_ST313_AGEnt_accessory_0230_length_3252	1553	2206	100.00	0,0	thiol:disulfide interchange protein
JEDLFLNC_01346	contig-209000000	2157	2342	+	S_Typhimurium_ST313_AGEnt_accessory_0230_length_3252	2157	2342	100.00	0,0	hypothetical protein
JEDLFLNC_01347	contig-209000000	2339	3238	+	S_Typhimurium_ST313_AGEnt_accessory_0230_length_3252	2339	3238	100.00	0,0	putative protein YjiK
JEDLFLNC_03542	contig-209000001	312	1721	-	S_Typhimurium_ST313_AGEnt_accessory_0231_length_3401	312	1721	100.00	0,0	type I restriction enzyme
JEDLFLNC_03543	contig-209000001	1718	3307	-	S_Typhimurium_ST313_AGEnt_accessory_0231_length_3401	1718	3307	100.00	0,0	type I restriction enzyme
JEDLFLNC_01348	contig-210000000	67	309	-	S_Typhimurium_ST313_AGEnt_accessory_0232_length_3644	67	309	100.00	0,0	hypothetical protein
JEDLFLNC_01349	contig-210000000	409	804	+	S_Typhimurium_ST313_AGEnt_accessory_0232_length_3644	409	804	100.00	0,0	putative DNA-binding protein
JEDLFLNC_01350	contig-210000000	863	1702	+	S_Typhimurium_ST313_AGEnt_accessory_0232_length_3644	863	1702	100.00	0,0	Chromosome-partitioning ATPase Soj
JEDLFLNC_01351	contig-210000000	1695	2081	+	S_Typhimurium_ST313_AGEnt_accessory_0232_length_3644	1695	2081	100.00	0,0	hypothetical protein
JEDLFLNC_01352	contig-210000000	2286	2672	-	S_Typhimurium_ST313_AGEnt_accessory_0232_length_3644	2286	2672	100.00	0,0	hypothetical protein
JEDLFLNC_01353	contig-210000000	2665	3504	-	S_Typhimurium_ST313_AGEnt_accessory_0232_length_3644	2665	3504	100.00	0,0	Chromosome-partitioning ATPase Soj
JEDLFLNC_02454	contig-21000001	41	520	+	S_Typhimurium_ST313_AGEnt_accessory_0233_length_563	41	520	100.00	0,0	putative exported outer membrane protein
JEDLFLNC_02460	contig-21000001	5073	5966	-	S_Typhimurium_ST313_AGEnt_accessory_0234_length_4805	41	934	100.00	0,0	carbamate kinase
JEDLFLNC_02461	contig-21000001	5970	6779	-	S_Typhimurium_ST313_AGEnt_accessory_0234_length_4805	938	1747	100.00	0,0	hypothetical protein
JEDLFLNC_02462	contig-21000001	6791	8050	-	S_Typhimurium_ST313_AGEnt_accessory_0234_length_4805	1759	3018	100.00	0,0	hypothetical protein
JEDLFLNC_02463	contig-21000001	8060	9724	-	S_Typhimurium_ST313_AGEnt_accessory_0234_length_4805	3028	4692	100.00	0,0	FdrA protein
JEDLFLNC_03547	contig-211000001	674	685	-	S_Typhimurium_ST313_AGEnt_accessory_0235_length_132	1	12	4.26	270,0	putative membrane protein
JEDLFLNC_03551	contig-211000001	5102	5179	-	S_Typhimurium_ST313_AGEnt_accessory_0236_length_1157	1080	1157	61.90	0,48	hypothetical protein
JEDLFLNC_01358	contig-213000000	349	1356	+	S_Typhimurium_ST313_AGEnt_accessory_0237_length_2995	349	1356	100.00	0,0	Type III secretion system effector protein
JEDLFLNC_01359	contig-213000000	1357	1506	-	S_Typhimurium_ST313_AGEnt_accessory_0237_length_2995	1357	1506	100.00	0,0	hypothetical protein
JEDLFLNC_01360	contig-213000000	1641	2210	-	S_Typhimurium_ST313_AGEnt_accessory_0237_length_2995	1641	2210	100.00	0,0	putative bacteriophage tail protein
JEDLFLNC_01361	contig-213000000	2210	2944	-	S_Typhimurium_ST313_AGEnt_accessory_0237_length_2995	2210	2944	100.00	0,0	putative bacteriophage tail fiber protein
JEDLFLNC_03561	contig-213000001	2786	3019	-	S_Typhimurium_ST313_AGEnt_accessory_0238_length_261	3	236	100.00	0,0	hypothetical protein
JEDLFLNC_01362	contig-214000000	13	192	+	S_Typhimurium_ST313_AGEnt_accessory_0239_length_2152	13	192	100.00	0,0	hypothetical protein
JEDLFLNC_01363	contig-214000000	289	1047	-	S_Typhimurium_ST313_AGEnt_accessory_0239_length_2152	289	1047	100.00	0,0	hypothetical protein
JEDLFLNC_01364	contig-214000000	1314	1871	-	S_Typhimurium_ST313_AGEnt_accessory_0239_length_2152	1314	1871	100.00	0,0	outer membrane invasion protein (PagC)
JEDLFLNC_01365	contig-214000000	1961	2140	-	S_Typhimurium_ST313_AGEnt_accessory_0239_length_2152	1961	2140	100.00	0,0	hypothetical protein
JEDLFLNC_01366	contig-215000000	382	1437	-	S_Typhimurium_ST313_AGEnt_accessory_0241_length_1830	382	1437	100.00	0,0	hypothetical protein
JEDLFLNC_01367	contig-215000000	1448	1822	-	S_Typhimurium_ST313_AGEnt_accessory_0241_length_1830	1448	1822	100.00	0,0	hypothetical protein
JEDLFLNC_01368	contig-216000000	48	812	+	S_Typhimurium_ST313_AGEnt_accessory_0242_length_812	48	812	68.92	0,345	putative endoglucanase precursor
JEDLFLNC_03568	contig-216000001	156	344	+	S_Typhimurium_ST313_AGEnt_accessory_0243_length_344	156	344	100.00	0,0	hypothetical protein
JEDLFLNC_01371	contig-217000000	444	617	+	S_Typhimurium_ST313_AGEnt_accessory_0244_length_1388	444	617	100.00	0,0	hypothetical protein
JEDLFLNC_01372	contig-217000000	614	1234	+	S_Typhimurium_ST313_AGEnt_accessory_0244_length_1388	614	1234	100.00	0,0	Type III secretion system effector protein
JEDLFLNC_03576	contig-217000001	2248	2259	-	S_Typhimurium_ST313_AGEnt_accessory_0246_length_185	174	185	3.39	0,342	mannitol-specific enzyme II of phosphotransferase system
JEDLFLNC_01376	contig-218000000	364	2532	-	S_Typhimurium_ST313_AGEnt_accessory_0247_length_3328	364	2532	100.00	0,0	putative exported protein
JEDLFLNC_01377	contig-218000000	2875	3189	-	S_Typhimurium_ST313_AGEnt_accessory_0247_length_3328	2875	3189	100.00	0,0	Putative DNA-binding protein
JEDLFLNC_03577	contig-218000001	190	750	+	S_Typhimurium_ST313_AGEnt_accessory_0248_length_2952	190	750	100.00	0,0	putative bacteriophage protein
JEDLFLNC_03578	contig-218000001	753	1082	+	S_Typhimurium_ST313_AGEnt_accessory_0248_length_2952	753	1082	100.00	0,0	putative bacteriophage protein
JEDLFLNC_03579	contig-218000001	1092	1790	+	S_Typhimurium_ST313_AGEnt_accessory_0248_length_2952	1092	1790	100.00	0,0	putative bacteriophage protein
JEDLFLNC_03580	contig-218000001	1797	2534	+	S_Typhimurium_ST313_AGEnt_accessory_0248_length_2952	1797	2534	100.00	0,0	putative bacteriophage protein
JEDLFLNC_01379	contig-220000000	52	735	+	S_Typhimurium_ST313_AGEnt_accessory_0252_length_1795	52	735	100.00	0,0	putative bacteriophage tail fiber protein
JEDLFLNC_01380	contig-220000000	750	1268	+	S_Typhimurium_ST313_AGEnt_accessory_0252_length_1795	750	1268	100.00	0,0	putative bacteriophage tail fiber assembly protein
JEDLFLNC_03584	contig-220000001	1842	1879	-	S_Typhimurium_ST313_AGEnt_accessory_0253_length_38	1	38	4.89	721,18	putative hydroxypyruvate isomerase
JEDLFLNC_03586	contig-220000001	3323	3799	-	S_Typhimurium_ST313_AGEnt_accessory_0254_length_909	1	477	37.77	786,0	hypothetical protein
JEDLFLNC_03587	contig-220000001	3793	4158	-	S_Typhimurium_ST313_AGEnt_accessory_0254_length_909	471	836	100.00	0,0	hypothetical protein
JEDLFLNC_02470	contig-22000001	6729	6919	-	S_Typhimurium_ST313_AGEnt_accessory_0255_length_3426	1	191	28.05	490,0	putative dehydrogenase
JEDLFLNC_02471	contig-22000001	7266	7691	+	S_Typhimurium_ST313_AGEnt_accessory_0255_length_3426	538	963	100.00	0,0	putative inner membrane protein
JEDLFLNC_02472	contig-22000001	7956	8846	+	S_Typhimurium_ST313_AGEnt_accessory_0255_length_3426	1228	2118	100.00	0,0	LysR transcriptional regulator
JEDLFLNC_02473	contig-22000001	8852	10117	-	S_Typhimurium_ST313_AGEnt_accessory_0255_length_3426	2124	3389	100.00	0,0	putative flavoprotein
JEDLFLNC_01392	contig-221000000	5956	6934	-	S_Typhimurium_ST313_AGEnt_accessory_0257_length_1246	1	979	73.33	356,0	putative transcriptional regulator
JEDLFLNC_01393	contig-221000000	7023	7201	+	S_Typhimurium_ST313_AGEnt_accessory_0257_length_1246	1068	1246	41.44	0,253	hypothetical protein
JEDLFLNC_03588	contig-221000001	640	1095	-	S_Typhimurium_ST313_AGEnt_accessory_0258_length_1660	640	1095	100.00	0,0	hypothetical protein
JEDLFLNC_03589	contig-221000001	1199	1660	+	S_Typhimurium_ST313_AGEnt_accessory_0258_length_1660	1199	1660	53.47	0,402	putative regulatory protein
JEDLFLNC_01397	contig-223000000	763	1626	-	S_Typhimurium_ST313_AGEnt_accessory_0259_length_1715	763	1626	100.00	0,0	hypothetical protein
JEDLFLNC_03592	contig-223000001	74	244	+	S_Typhimurium_ST313_AGEnt_accessory_0260_length_2147	74	244	100.00	0,0	hypothetical protein
JEDLFLNC_03593	contig-223000001	452	889	+	S_Typhimurium_ST313_AGEnt_accessory_0260_length_2147	452	889	100.00	0,0	hypothetical protein
JEDLFLNC_03594	contig-223000001	1390	1779	+	S_Typhimurium_ST313_AGEnt_accessory_0260_length_2147	1390	1779	100.00	0,0	hypothetical protein
JEDLFLNC_03595	contig-223000001	1766	2047	+	S_Typhimurium_ST313_AGEnt_accessory_0260_length_2147	1766	2047	100.00	0,0	hypothetical protein
JEDLFLNC_01398	contig-224000000	167	694	+	S_Typhimurium_ST313_AGEnt_accessory_0261_length_4650	167	694	100.00	0,0	putative bacteriophage tail fiber assembly protein
JEDLFLNC_01399	contig-224000000	1072	1515	+	S_Typhimurium_ST313_AGEnt_accessory_0261_length_4650	1072	1515	100.00	0,0	tail fiber assembly protein
JEDLFLNC_01400	contig-224000000	1569	3398	-	S_Typhimurium_ST313_AGEnt_accessory_0261_length_4650	1569	3398	100.00	0,0	putative lipopolysaccharide modification acyltransferase
JEDLFLNC_01401	contig-224000000	3896	4567	+	S_Typhimurium_ST313_AGEnt_accessory_0261_length_4650	3896	4567	100.00	0,0	hypothetical protein
JEDLFLNC_03596	contig-224000001	34	152	+	S_Typhimurium_ST313_AGEnt_accessory_0262_length_152	34	152	6.09	0,1834	ferrichrome transport protein FhuB precursor
JEDLFLNC_03596	contig-224000001	1980	1986	+	S_Typhimurium_ST313_AGEnt_accessory_0263_length_160	1	7	0.36	1946,0	ferrichrome transport protein FhuB precursor
JEDLFLNC_03597	contig-224000001	2133	2139	-	S_Typhimurium_ST313_AGEnt_accessory_0263_length_160	154	160	1.31	0,527	ferrichrome transport protein FhuB precursor
JEDLFLNC_03599	contig-225000001	2661	2680	+	S_Typhimurium_ST313_AGEnt_accessory_0264_length_1264	1	20	2.34	835,0	putative araC-family transcriptional regulator
JEDLFLNC_03600	contig-225000001	3019	3348	+	S_Typhimurium_ST313_AGEnt_accessory_0264_length_1264	359	688	100.00	0,0	phosphate regulon sensor protein PhoR
JEDLFLNC_01406	contig-226000000	161	922	+	S_Typhimurium_ST313_AGEnt_accessory_0265_length_5344	161	922	100.00	0,0	putative periplasmic amino acid-binding protein
JEDLFLNC_01407	contig-226000000	944	1576	+	S_Typhimurium_ST313_AGEnt_accessory_0265_length_5344	944	1576	100.00	0,0	putative ABC amino acid transporter permease
JEDLFLNC_01408	contig-226000000	1601	2332	+	S_Typhimurium_ST313_AGEnt_accessory_0265_length_5344	1601	2332	100.00	0,0	ABC transporter ATP-binding subunit
JEDLFLNC_01409	contig-226000000	2329	3009	+	S_Typhimurium_ST313_AGEnt_accessory_0265_length_5344	2329	3009	100.00	0,0	putative amino acid ABC transporter
JEDLFLNC_01410	contig-226000000	3146	4696	+	S_Typhimurium_ST313_AGEnt_accessory_0265_length_5344	3146	4696	100.00	0,0	putative membrane protein
JEDLFLNC_01411	contig-226000000	4697	4792	-	S_Typhimurium_ST313_AGEnt_accessory_0265_length_5344	4697	4792	100.00	0,0	hypothetical protein
JEDLFLNC_03601	contig-226000001	304	1308	+	S_Typhimurium_ST313_AGEnt_accessory_0266_length_3783	304	1308	100.00	0,0	putative transcriptional regulator (lysR family)
JEDLFLNC_03602	contig-226000001	1316	1756	-	S_Typhimurium_ST313_AGEnt_accessory_0266_length_3783	1316	1756	100.00	0,0	putative membrane protein
JEDLFLNC_03603	contig-227000001	72	1028	+	S_Typhimurium_ST313_AGEnt_accessory_0267_length_2753	72	1028	100.00	0,0	Myo-inositol metabolism
JEDLFLNC_03604	contig-227000001	1089	2255	+	S_Typhimurium_ST313_AGEnt_accessory_0267_length_2753	1089	2255	100.00	0,0	hypothetical protein
