locus_id	gen_contig_id	gen_contig_start	gen_contig_stop	strand	out_seq_id	out_seq_start	out_seq_stop	pct_locus	source_gen	overhangs	product
SeAg_B0623	CP001138	616098	616802	-	pangenome_0002_length_4798660	616098	616802	100.00	S_Agona_SL483	0,0	4'-phosphopantetheinyl transferase EntD
SeAg_B0624	CP001138	616849	619104	-	pangenome_0002_length_4798660	616849	619104	100.00	S_Agona_SL483	0,0	ferrienterobactin receptor
SeAg_B0625	CP001138	619293	620507	+	pangenome_0002_length_4798660	619293	620507	100.00	S_Agona_SL483	0,0	enterochelin esterase
SeAg_B0626	CP001138	620538	620756	+	pangenome_0002_length_4798660	620538	620756	100.00	S_Agona_SL483	0,0	conserved domain protein
SeAg_B0627	CP001138	620753	624637	+	pangenome_0002_length_4798660	620753	624637	100.00	S_Agona_SL483	0,0	enterobactin synthetase component F
SeAg_B0628	CP001138	624888	626024	+	pangenome_0002_length_4798660	624888	626024	100.00	S_Agona_SL483	0,0	ferric enterobactin transport protein FepE
SeAg_B0629	CP001138	626077	626871	-	pangenome_0002_length_4798660	626077	626871	100.00	S_Agona_SL483	0,0	ferric enterobactin transport ATP-binding protein FepC
SeAg_B0630	CP001138	626868	627857	-	pangenome_0002_length_4798660	626868	627857	100.00	S_Agona_SL483	0,0	ferric enterobactin transport system permease protein FepG
SeAg_B0631	CP001138	627857	628864	-	pangenome_0002_length_4798660	627857	628864	100.00	S_Agona_SL483	0,0	ferric enterobactin transport system permease protein FepD
SeAg_B0632	CP001138	628975	630219	+	pangenome_0002_length_4798660	628975	630219	100.00	S_Agona_SL483	0,0	enterobactin exporter EntS
SeAg_B0633	CP001138	630282	631238	-	pangenome_0002_length_4798660	630282	631238	100.00	S_Agona_SL483	0,0	ABC superfamily
SeAg_B0634	CP001138	631547	632722	+	pangenome_0002_length_4798660	631547	632722	100.00	S_Agona_SL483	0,0	isochorismate synthase EntC
SeAg_B0635	CP001138	632732	634342	+	pangenome_0002_length_4798660	632732	634342	100.00	S_Agona_SL483	0,0	2,3-dihydroxybenzoate-AMP ligase
SeAg_B0636	CP001138	634356	635213	+	pangenome_0002_length_4798660	634356	635213	100.00	S_Agona_SL483	0,0	isochorismatase
SeAg_B0637	CP001138	635213	635968	+	pangenome_0002_length_4798660	635213	635968	100.00	S_Agona_SL483	0,0	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
SeAg_B0638	CP001138	635971	636384	+	pangenome_0002_length_4798660	635971	636384	100.00	S_Agona_SL483	0,0	putative esterase YbdB
SeAg_B0639	CP001138	636566	638671	+	pangenome_0002_length_4798660	636566	638671	100.00	S_Agona_SL483	0,0	carbon starvation protein A
SeAg_B0640	CP001138	638735	638932	+	pangenome_0002_length_4798660	638735	638932	100.00	S_Agona_SL483	0,0	conserved domain protein
SeAg_B0641	CP001138	638968	640056	-	pangenome_0002_length_4798660	638968	640056	100.00	S_Agona_SL483	0,0	alcohol dehydrogenase, iron-containing
SeAg_B0642	CP001138	640174	641343	+	pangenome_0002_length_4798660	640174	641343	100.00	S_Agona_SL483	0,0	aminotransferase YbdL
SeAg_B0643	CP001138	641344	641961	-	pangenome_0002_length_4798660	641344	641961	100.00	S_Agona_SL483	0,0	IbrB protein
SeAg_B0644	CP001138	641934	643169	-	pangenome_0002_length_4798660	641934	643169	100.00	S_Agona_SL483	0,0	IbrA protein
SeAg_B0645	CP001138	643335	644237	-	pangenome_0002_length_4798660	643335	644237	100.00	S_Agona_SL483	0,0	transcriptional regulator, LysR family
SeAg_B0646	CP001138	644554	645300	-	pangenome_0002_length_4798660	644554	645300	100.00	S_Agona_SL483	0,0	thiol:disulfide interchange protein DsbG
SeAg_B0647	CP001138	645741	646304	+	pangenome_0002_length_4798660	645741	646304	100.00	S_Agona_SL483	0,0	alkyl hydroperoxide reductase subunit C
SeAg_B0649	CP001138	648444	649004	+	pangenome_0002_length_4798660	648444	649004	100.00	S_Agona_SL483	0,0	putative component of anaerobic dehydrogenase
SeAg_B0650	CP001138	648997	651276	+	pangenome_0002_length_4798660	648997	651276	100.00	S_Agona_SL483	0,0	molybdopterin-containing oxidoreductase catalytic subunit
SeAg_B0651	CP001138	651273	651830	+	pangenome_0002_length_4798660	651273	651830	100.00	S_Agona_SL483	0,0	molybdopterin-containing oxidoreductase iron-sulfur subunit
SeAg_B0652	CP001138	651830	652597	+	pangenome_0002_length_4798660	651830	652597	100.00	S_Agona_SL483	0,0	molybdopterin-containing oxidoreductase membrane anchor subunit
SeAg_B0653	CP001138	652665	652958	-	pangenome_0002_length_4798660	652665	652958	100.00	S_Agona_SL483	0,0	universal stress protein G
SeAg_B0655	CP001138	653316	654554	+	pangenome_0002_length_4798660	653316	654554	100.00	S_Agona_SL483	0,0	oxidoreductase, zinc-binding dehydrogenase family
SeAg_B0656	CP001138	654637	655047	-	pangenome_0002_length_4798660	654637	655047	100.00	S_Agona_SL483	0,0	nucleoside diphosphate kinase regulator
SeAg_B0657	CP001138	655282	656088	-	pangenome_0002_length_4798660	655282	656088	100.00	S_Agona_SL483	0,0	ribonuclease I
SeAg_B0658	CP001138	656198	657661	-	pangenome_0002_length_4798660	656198	657661	100.00	S_Agona_SL483	0,0	sodium:sulfate symporter family protein
SeAg_B0659	CP001138	657699	658592	-	pangenome_0002_length_4798660	657699	658592	100.00	S_Agona_SL483	0,0	triphosphoribosyl-dephospho-CoA synthase CitG
SeAg_B0660	CP001138	658567	659118	-	pangenome_0002_length_4798660	658567	659118	100.00	S_Agona_SL483	0,0	holo-ACP synthase CitX
SeAg_B0661	CP001138	659122	660651	-	pangenome_0002_length_4798660	659122	660651	100.00	S_Agona_SL483	0,0	citrate lyase, alpha subunit
SeAg_B0662	CP001138	660661	661569	-	pangenome_0002_length_4798660	660661	661569	100.00	S_Agona_SL483	0,0	citrate (pro-3S)-lyase, beta subunit
SeAg_B0663	CP001138	661566	661862	-	pangenome_0002_length_4798660	661566	661862	100.00	S_Agona_SL483	0,0	citrate lyase acyl carrier protein
SeAg_B0664	CP001138	661859	662935	-	pangenome_0002_length_4798660	661859	662935	100.00	S_Agona_SL483	0,0	[citrate (pro-3S)-lyase] ligase
SeAg_B0665	CP001138	663147	663311	+	pangenome_0002_length_4798660	663147	663311	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0666	CP001138	663321	664982	+	pangenome_0002_length_4798660	663321	664982	100.00	S_Agona_SL483	0,0	sensor kinase DpiB
SeAg_B0667	CP001138	664951	665631	+	pangenome_0002_length_4798660	664951	665631	100.00	S_Agona_SL483	0,0	transcriptional regulatory protein DpiA
SeAg_B0668	CP001138	665685	667070	-	pangenome_0002_length_4798660	665685	667070	100.00	S_Agona_SL483	0,0	C4-dicarboxylate anaerobic carrier
SeAg_B0669	CP001138	667461	668021	+	pangenome_0002_length_4798660	667461	668021	100.00	S_Agona_SL483	0,0	antimicrobial peptide resistance and lipid A acylation protein PagP
SeAg_B0670	CP001138	668209	668418	+	pangenome_0002_length_4798660	668209	668418	100.00	S_Agona_SL483	0,0	cold shock protein CspE
SeAg_B0671	CP001138	668476	668859	-	pangenome_0002_length_4798660	668476	668859	100.00	S_Agona_SL483	0,0	CrcB protein
SeAg_B0672	CP001138	668950	669738	+	pangenome_0002_length_4798660	668950	669738	100.00	S_Agona_SL483	0,0	hydrolase YbeM
SeAg_B0673	CP001138	669867	670070	+	pangenome_0002_length_4798660	669867	670070	100.00	S_Agona_SL483	0,0	twin arginine-targeting protein translocase, TatA/E family
SeAg_B0674	CP001138	670156	671121	-	pangenome_0002_length_4798660	670156	671121	100.00	S_Agona_SL483	0,0	lipoic acid synthetase
SeAg_B0675	CP001138	671162	671296	-	pangenome_0002_length_4798660	671162	671296	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B0676	CP001138	671327	672280	-	pangenome_0002_length_4798660	671327	672280	100.00	S_Agona_SL483	0,0	LysR-family transcriptional regulator
SeAg_B0677	CP001138	672582	673223	-	pangenome_0002_length_4798660	672582	673223	100.00	S_Agona_SL483	0,0	lipoyltransferase
SeAg_B0678	CP001138	673323	673586	-	pangenome_0002_length_4798660	673323	673586	100.00	S_Agona_SL483	0,0	protein YbeD
SeAg_B0679	CP001138	673694	674905	-	pangenome_0002_length_4798660	673694	674905	100.00	S_Agona_SL483	0,0	serine-type D-Ala-D-Ala carboxypeptidase
SeAg_B0680	CP001138	675045	676178	-	pangenome_0002_length_4798660	675045	676178	100.00	S_Agona_SL483	0,0	rare lipoprotein A
SeAg_B0681	CP001138	676189	677301	-	pangenome_0002_length_4798660	676189	677301	100.00	S_Agona_SL483	0,0	rod shape-determining protein RodA
SeAg_B0682	CP001138	677304	679205	-	pangenome_0002_length_4798660	677304	679205	100.00	S_Agona_SL483	0,0	penicillin-binding protein 2
SeAg_B0683	CP001138	679236	679703	-	pangenome_0002_length_4798660	679236	679703	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0684	CP001138	679707	680024	-	pangenome_0002_length_4798660	679707	680024	100.00	S_Agona_SL483	0,0	iojap family protein
SeAg_B0685	CP001138	680212	680352	-	pangenome_0002_length_4798660	680212	680352	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B0686	CP001138	680352	680993	-	pangenome_0002_length_4798660	680352	680993	100.00	S_Agona_SL483	0,0	alpha-ribazole phosphatase
SeAg_B0687	CP001138	681057	682151	+	pangenome_0002_length_4798660	681057	682151	100.00	S_Agona_SL483	0,0	threonine-phosphate decarboxylase
SeAg_B0688	CP001138	682126	682776	-	pangenome_0002_length_4798660	682126	682776	100.00	S_Agona_SL483	0,0	nicotinate (nicotinamide) nucleotide adenylyltransferase
SeAg_B0689	CP001138	682769	683800	-	pangenome_0002_length_4798660	682769	683800	100.00	S_Agona_SL483	0,0	DNA polymerase III, delta subunit
SeAg_B0690	CP001138	683800	684390	-	pangenome_0002_length_4798660	683800	684390	100.00	S_Agona_SL483	0,0	LPS-assembly lipoprotein RlpB
SeAg_B0691	CP001138	684405	686987	-	pangenome_0002_length_4798660	684405	686987	100.00	S_Agona_SL483	0,0	leucyl-tRNA synthetase
SeAg_B0692	CP001138	687275	687565	+	pangenome_0002_length_4798660	687275	687565	100.00	S_Agona_SL483	0,0	hydrolase, UxaA family
SeAg_B0693	CP001138	687588	688754	+	pangenome_0002_length_4798660	687588	688754	100.00	S_Agona_SL483	0,0	hydrolase, UxaA family
SeAg_B0694	CP001138	688804	689757	+	pangenome_0002_length_4798660	688804	689757	100.00	S_Agona_SL483	0,0	2-keto-3-deoxygluconate permease
SeAg_B0695	CP001138	689825	691753	+	pangenome_0002_length_4798660	689825	691753	100.00	S_Agona_SL483	0,0	putative sigma-54 dependent transcriptional regulator
SeAg_B0696	CP001138	691846	692319	+	pangenome_0002_length_4798660	691846	692319	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0697	CP001138	692358	693353	-	pangenome_0002_length_4798660	692358	693353	100.00	S_Agona_SL483	0,0	sel1 repeat-containing family protein
SeAg_B0698	CP001138	693571	694185	+	pangenome_0002_length_4798660	693571	694185	100.00	S_Agona_SL483	0,0	putative cytoplasmic protein
SeAg_B0699	CP001138	694182	695615	+	pangenome_0002_length_4798660	694182	695615	100.00	S_Agona_SL483	0,0	DnaJ domain protein
SeAg_B0700	CP001138	695627	696322	+	pangenome_0002_length_4798660	695627	696322	100.00	S_Agona_SL483	0,0	putative cytoplasmic protein
SeAg_B0701	CP001138	696319	697782	+	pangenome_0002_length_4798660	696319	697782	100.00	S_Agona_SL483	0,0	DnaJ domain protein
SeAg_B0702	CP001138	697804	699483	-	pangenome_0002_length_4798660	697804	699483	100.00	S_Agona_SL483	0,0	chaperone protein HscC
SeAg_B0703	CP001138	699559	700797	-	pangenome_0002_length_4798660	699559	700797	100.00	S_Agona_SL483	0,0	putative cytoplasmic protein
SeAg_B0704	CP001138	700829	701764	-	pangenome_0002_length_4798660	700829	701764	100.00	S_Agona_SL483	0,0	inosine-uridine preferring nucleoside hydrolase
SeAg_B0705	CP001138	701881	702606	-	pangenome_0002_length_4798660	701881	702606	100.00	S_Agona_SL483	0,0	glutamate/aspartate ABC transporter, ATP-binding protein
SeAg_B0706	CP001138	702606	703280	-	pangenome_0002_length_4798660	702606	703280	100.00	S_Agona_SL483	0,0	glutamate/aspartate ABC transporter, permease protein GltK
SeAg_B0707	CP001138	703280	704020	-	pangenome_0002_length_4798660	703280	704020	100.00	S_Agona_SL483	0,0	glutamate/aspartate ABC transporter, permease protein GltJ
SeAg_B0709	CP001138	704180	705088	-	pangenome_0002_length_4798660	704180	705088	100.00	S_Agona_SL483	0,0	glutamate/aspartate ABC transporter, periplasmic glutamate/aspartate-binding protein
SeAg_B0710	CP001138	705443	707032	-	pangenome_0002_length_4798660	705443	707032	100.00	S_Agona_SL483	0,0	apolipoprotein N-acyltransferase
SeAg_B0711	CP001138	707001	707879	-	pangenome_0002_length_4798660	707001	707879	100.00	S_Agona_SL483	0,0	magnesium and cobalt efflux protein CorC
SeAg_B0712	CP001138	707876	708025	-	pangenome_0002_length_4798660	707876	708025	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0713	CP001138	708037	708510	-	pangenome_0002_length_4798660	708037	708510	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0714	CP001138	708507	709553	-	pangenome_0002_length_4798660	708507	709553	100.00	S_Agona_SL483	0,0	PhoH family protein
SeAg_B0715	CP001138	709758	711182	-	pangenome_0002_length_4798660	709758	711182	100.00	S_Agona_SL483	0,0	tRNA-i(6)A37 thiotransferase enzyme MiaB
SeAg_B0716	CP001138	711326	712501	+	pangenome_0002_length_4798660	711326	712501	100.00	S_Agona_SL483	0,0	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
SeAg_B0717	CP001138	712568	713143	-	pangenome_0002_length_4798660	712568	713143	100.00	S_Agona_SL483	0,0	putative inner membrane protein
SeAg_B0725	CP001138	714171	714854	-	pangenome_0002_length_4798660	714171	714854	100.00	S_Agona_SL483	0,0	integrase, catalytic region
SeAg_B0726	CP001138	715025	715426	-	pangenome_0002_length_4798660	715025	715426	100.00	S_Agona_SL483	0,0	ISPsy11, transposase OrfA
SeAg_B0727	CP001138	715524	717188	-	pangenome_0002_length_4798660	715524	717188	100.00	S_Agona_SL483	0,0	asparagine synthase
SeAg_B0728	CP001138	717478	718230	-	pangenome_0002_length_4798660	717478	718230	100.00	S_Agona_SL483	0,0	NagD protein
SeAg_B0729	CP001138	718277	719497	-	pangenome_0002_length_4798660	718277	719497	100.00	S_Agona_SL483	0,0	N-acetylglucosamine repressor
SeAg_B0730	CP001138	719502	720656	-	pangenome_0002_length_4798660	719502	720656	100.00	S_Agona_SL483	0,0	N-acetylglucosamine-6-phosphate deacetylase
SeAg_B0731	CP001138	720716	721516	-	pangenome_0002_length_4798660	720716	721516	100.00	S_Agona_SL483	0,0	glucosamine-6-phosphate isomerase
SeAg_B0732	CP001138	721843	723795	+	pangenome_0002_length_4798660	721843	723795	100.00	S_Agona_SL483	0,0	pts system, N-acetylglucosamine-specific iibc component
SeAg_B0733	CP001138	724006	725673	+	pangenome_0002_length_4798660	724006	725673	100.00	S_Agona_SL483	0,0	glutaminyl-tRNA synthetase
SeAg_B0734	CP001138	726334	727740	+	pangenome_0002_length_4798660	726334	727740	100.00	S_Agona_SL483	0,0	outer membrane porin, OprD family
SeAg_B0735	CP001138	727790	728122	+	pangenome_0002_length_4798660	727790	728122	100.00	S_Agona_SL483	0,0	YbfN
SeAg_B0736	CP001138	728171	729475	-	pangenome_0002_length_4798660	728171	729475	100.00	S_Agona_SL483	0,0	citrate-proton symporter
SeAg_B0737	CP001138	729526	730665	-	pangenome_0002_length_4798660	729526	730665	100.00	S_Agona_SL483	0,0	citrate utilization protein B
SeAg_B0738	CP001138	730652	732055	-	pangenome_0002_length_4798660	730652	732055	100.00	S_Agona_SL483	0,0	precorrin 3B synthase CobZ
SeAg_B0739	CP001138	732153	733079	-	pangenome_0002_length_4798660	732153	733079	100.00	S_Agona_SL483	0,0	LysR-family transcriptional regulator
SeAg_B0740	CP001138	733194	733646	-	pangenome_0002_length_4798660	733194	733646	100.00	S_Agona_SL483	0,0	ferric uptake regulation protein
SeAg_B0741	CP001138	733928	734557	-	pangenome_0002_length_4798660	733928	734557	100.00	S_Agona_SL483	0,0	flavodoxin
SeAg_B0742	CP001138	734609	734902	-	pangenome_0002_length_4798660	734609	734902	100.00	S_Agona_SL483	0,0	ribbon-helix-helix protein, CopG family
SeAg_B0743	CP001138	735036	735806	-	pangenome_0002_length_4798660	735036	735806	100.00	S_Agona_SL483	0,0	esterase YbfF
SeAg_B0744	CP001138	735991	736533	+	pangenome_0002_length_4798660	735991	736533	100.00	S_Agona_SL483	0,0	protein SeqA
SeAg_B0745	CP001138	736558	738198	+	pangenome_0002_length_4798660	736558	738198	100.00	S_Agona_SL483	0,0	phosphoglucomutase, alpha-D-glucose phosphate-specific
SeAg_B0746	CP001138	738313	738798	-	pangenome_0002_length_4798660	738313	738798	100.00	S_Agona_SL483	0,0	putative cytoplasmic protein
SeAg_B0747	CP001138	738863	740182	-	pangenome_0002_length_4798660	738863	740182	100.00	S_Agona_SL483	0,0	putrescine-ornithine antiporter
SeAg_B0748	CP001138	740179	742377	-	pangenome_0002_length_4798660	740179	742377	100.00	S_Agona_SL483	0,0	ornithine decarboxylase, inducible
SeAg_B0749	CP001138	742775	742888	+	pangenome_0002_length_4798660	742775	742888	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0750	CP001138	743139	743816	-	pangenome_0002_length_4798660	743139	743816	100.00	S_Agona_SL483	0,0	KDP operon transcriptional regulatory protein KdpE
SeAg_B0751	CP001138	743813	746497	-	pangenome_0002_length_4798660	743813	746497	100.00	S_Agona_SL483	0,0	sensor protein KdpD
SeAg_B0752	CP001138	746494	747078	-	pangenome_0002_length_4798660	746494	747078	100.00	S_Agona_SL483	0,0	K+-transporting ATPase, C subunit
SeAg_B0753	CP001138	747087	749135	-	pangenome_0002_length_4798660	747087	749135	100.00	S_Agona_SL483	0,0	K+-transporting ATPase, B subunit
SeAg_B0754	CP001138	749156	750835	-	pangenome_0002_length_4798660	749156	750835	100.00	S_Agona_SL483	0,0	K+-transporting ATPase, A subunit
SeAg_B0755	CP001138	751261	751467	+	pangenome_0002_length_4798660	751261	751467	100.00	S_Agona_SL483	0,0	putative periplasmic protein
SeAg_B0756	CP001138	751579	753000	+	pangenome_0002_length_4798660	751579	753000	100.00	S_Agona_SL483	0,0	deoxyribodipyrimidine photo-lyase
SeAg_B0757	CP001138	753039	754520	-	pangenome_0002_length_4798660	753039	754520	100.00	S_Agona_SL483	0,0	inner membrane transporter YbgH
SeAg_B0758	CP001138	754849	755592	+	pangenome_0002_length_4798660	754849	755592	100.00	S_Agona_SL483	0,0	NIF3 family protein
SeAg_B0759	CP001138	755608	756264	+	pangenome_0002_length_4798660	755608	756264	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0760	CP001138	756258	757190	+	pangenome_0002_length_4798660	756258	757190	100.00	S_Agona_SL483	0,0	allophanate hydrolase, subunit 2
SeAg_B0761	CP001138	757180	757914	+	pangenome_0002_length_4798660	757180	757914	100.00	S_Agona_SL483	0,0	protein YbgL
SeAg_B0762	CP001138	758036	758827	+	pangenome_0002_length_4798660	758036	758827	100.00	S_Agona_SL483	0,0	endonuclease VIII
SeAg_B0763	CP001138	758882	759928	-	pangenome_0002_length_4798660	758882	759928	100.00	S_Agona_SL483	0,0	protein AbrB
SeAg_B0764	CP001138	760065	761348	-	pangenome_0002_length_4798660	760065	761348	100.00	S_Agona_SL483	0,0	citrate (Si)-synthase
SeAg_B0765	CP001138	762088	762492	+	pangenome_0002_length_4798660	762088	762492	100.00	S_Agona_SL483	0,0	succinate dehydrogenase, cytochrome b556 subunit
SeAg_B0766	CP001138	762486	762833	+	pangenome_0002_length_4798660	762486	762833	100.00	S_Agona_SL483	0,0	succinate dehydrogenase, hydrophobic membrane anchor protein
SeAg_B0767	CP001138	762833	764599	+	pangenome_0002_length_4798660	762833	764599	100.00	S_Agona_SL483	0,0	succinate dehydrogenase, flavoprotein subunit
SeAg_B0768	CP001138	764613	765332	+	pangenome_0002_length_4798660	764613	765332	100.00	S_Agona_SL483	0,0	succinate dehydrogenase iron-sulfur subunit
SeAg_B0769	CP001138	765856	768657	+	pangenome_0002_length_4798660	765856	768657	100.00	S_Agona_SL483	0,0	oxoglutarate dehydrogenase (succinyl-transferring), E1 component
SeAg_B0770	CP001138	768672	769880	+	pangenome_0002_length_4798660	768672	769880	100.00	S_Agona_SL483	0,0	dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex
SeAg_B0771	CP001138	770022	771188	+	pangenome_0002_length_4798660	770022	771188	100.00	S_Agona_SL483	0,0	succinate-CoA ligase, beta subunit
SeAg_B0772	CP001138	771188	772057	+	pangenome_0002_length_4798660	771188	772057	100.00	S_Agona_SL483	0,0	succinyl-CoA ligase [ADP-forming] subunit alpha
SeAg_B0773	CP001138	772086	772211	+	pangenome_0002_length_4798660	772086	772211	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B0774	CP001138	772298	772423	+	pangenome_0002_length_4798660	772298	772423	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B0775	CP001138	773297	773410	-	pangenome_0002_length_4798660	773297	773410	100.00	S_Agona_SL483	0,0	hypothetical protein
SeAg_B0776	CP001138	773640	775208	+	pangenome_0002_length_4798660	773640	775208	100.00	S_Agona_SL483	0,0	cytochrome d ubiquinol oxidase, subunit I
SeAg_B0777	CP001138	775224	776363	+	pangenome_0002_length_4798660	775224	776363	100.00	S_Agona_SL483	0,0	cytochrome d ubiquinol oxidase, subunit II
SeAg_B0778	CP001138	776379	776492	+	pangenome_0002_length_4798660	776379	776492	100.00	S_Agona_SL483	0,0	cyd operon protein YbgT
SeAg_B0779	CP001138	776492	776785	+	pangenome_0002_length_4798660	776492	776785	100.00	S_Agona_SL483	0,0	cyd operon protein YbgE
SeAg_B0780	CP001138	777014	777418	+	pangenome_0002_length_4798660	777014	777418	100.00	S_Agona_SL483	0,0	acyl-CoA thioester hydrolase YbgC
SeAg_B0781	CP001138	777415	778107	+	pangenome_0002_length_4798660	777415	778107	100.00	S_Agona_SL483	0,0	protein TolQ
SeAg_B0782	CP001138	778111	778539	+	pangenome_0002_length_4798660	778111	778539	100.00	S_Agona_SL483	0,0	protein TolR
SeAg_B0783	CP001138	778604	779782	+	pangenome_0002_length_4798660	778604	779782	100.00	S_Agona_SL483	0,0	protein TolA
SeAg_B0784	CP001138	779903	781198	+	pangenome_0002_length_4798660	779903	781198	100.00	S_Agona_SL483	0,0	tol-Pal system beta propeller repeat protein TolB
SeAg_B0785	CP001138	781233	781757	+	pangenome_0002_length_4798660	781233	781757	100.00	S_Agona_SL483	0,0	peptidoglycan-associated lipoprotein
SeAg_B0786	CP001138	781767	782555	+	pangenome_0002_length_4798660	781767	782555	100.00	S_Agona_SL483	0,0	tetratricopeptide TPR_2 repeat protein
SeAg_B0792	CP001138	783908	784951	+	pangenome_0002_length_4798660	783908	784951	100.00	S_Agona_SL483	0,0	quinolinate synthetase complex, A subunit
SeAg_B0793	CP001138	784976	785695	+	pangenome_0002_length_4798660	784976	785695	100.00	S_Agona_SL483	0,0	protein PnuC
SeAg_B0794	CP001138	785692	786630	-	pangenome_0002_length_4798660	785692	786630	100.00	S_Agona_SL483	0,0	zinc transporter ZitB
SeAg_B0795	CP001138	786741	787127	-	pangenome_0002_length_4798660	786741	787127	100.00	S_Agona_SL483	0,0	putative homeobox protein
SeAg_B0796	CP001138	787447	788499	+	pangenome_0002_length_4798660	787447	788499	100.00	S_Agona_SL483	0,0	3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive
SeAg_B0797	CP001138	788593	789138	-	pangenome_0002_length_4798660	788593	789138	100.00	S_Agona_SL483	0,0	hydro-lyase, Fe-S type, tartrate/fumarate subfamily, beta region
SeAg_B0798	CP001138	789153	789998	-	pangenome_0002_length_4798660	789153	789998	100.00	S_Agona_SL483	0,0	fumarate hydratase
SeAg_B0799	CP001138	790128	791018	+	pangenome_0002_length_4798660	790128	791018	100.00	S_Agona_SL483	0,0	transcriptional regulator
SeAg_B0800	CP001138	791019	791966	-	pangenome_0002_length_4798660	791019	791966	100.00	S_Agona_SL483	0,0	transcriptional regulator
SeAg_B0801	CP001138	792225	793493	+	pangenome_0002_length_4798660	792225	793493	100.00	S_Agona_SL483	0,0	anion transporter
SeAg_B0802	CP001138	793582	793791	+	pangenome_0002_length_4798660	793582	793791	100.00	S_Agona_SL483	0,0	oxaloacetate decarboxylase gamma chain 3
SeAg_B0803	CP001138	793807	795576	+	pangenome_0002_length_4798660	793807	795576	100.00	S_Agona_SL483	0,0	oxaloacetate decarboxylase alpha subunit
SeAg_B0804	CP001138	795589	796890	+	pangenome_0002_length_4798660	795589	796890	100.00	S_Agona_SL483	0,0	oxaloacetate decarboxylase beta chain
SeAg_B0805	CP001138	797009	797707	+	pangenome_0002_length_4798660	797009	797707	100.00	S_Agona_SL483	0,0	putative cytoplasmic protein
SeAg_B0806	CP001138	798087	799166	+	pangenome_0002_length_4798660	798087	799166	100.00	S_Agona_SL483	0,0	ABC transporter permease
SeAg_B0807	CP001138	799166	799945	+	pangenome_0002_length_4798660	799166	799945	100.00	S_Agona_SL483	0,0	ABC transporter ATP-binding protein
SeAg_B0808	CP001138	800022	800774	-	pangenome_0002_length_4798660	800022	800774	100.00	S_Agona_SL483	0,0	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
SeAg_B0809	CP001138	800998	802038	-	pangenome_0002_length_4798660	800998	802038	100.00	S_Agona_SL483	0,0	galactose mutarotase
SeAg_B0810	CP001138	802032	803180	-	pangenome_0002_length_4798660	802032	803180	100.00	S_Agona_SL483	0,0	galactokinase
SeAg_B0811	CP001138	803183	804229	-	pangenome_0002_length_4798660	803183	804229	100.00	S_Agona_SL483	0,0	galactose-1-phosphate uridylyltransferase
SeAg_B0812	CP001138	804240	805256	-	pangenome_0002_length_4798660	804240	805256	100.00	S_Agona_SL483	0,0	UDP-glucose 4-epimerase
SeAg_B0813	CP001138	805477	806385	-	pangenome_0002_length_4798660	805477	806385	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0814	CP001138	806556	808031	-	pangenome_0002_length_4798660	806556	808031	100.00	S_Agona_SL483	0,0	putative molybdenum transport ATP-binding protein ModF
SeAg_B0815	CP001138	808099	808887	-	pangenome_0002_length_4798660	808099	808887	100.00	S_Agona_SL483	0,0	molybdate uptake operon transcriptional repressor
SeAg_B0816	CP001138	809016	809165	+	pangenome_0002_length_4798660	809016	809165	100.00	S_Agona_SL483	0,0	conserved hypothetical protein
SeAg_B0817	CP001138	809332	810105	+	pangenome_0002_length_4798660	809332	810105	100.00	S_Agona_SL483	0,0	molybdate ABC transporter, periplasmic molybdate-binding protein
SeAg_B0818	CP001138	810105	810794	+	pangenome_0002_length_4798660	810105	810794	100.00	S_Agona_SL483	0,0	molybdate ABC transporter, permease protein
SeAg_B0819	CP001138	810797	811855	+	pangenome_0002_length_4798660	810797	811855	100.00	S_Agona_SL483	0,0	molybdate ABC transporter, ATP-binding protein
SeAg_B0820	CP001138	811856	812716	-	pangenome_0002_length_4798660	811856	812716	100.00	S_Agona_SL483	0,0	phosphatase YbhA
SeAg_B0821	CP001138	812838	813833	+	pangenome_0002_length_4798660	812838	813833	100.00	S_Agona_SL483	0,0	6-phosphogluconolactonase
SeAg_B0822	CP001138	813977	815260	-	pangenome_0002_length_4798660	813977	815260	100.00	S_Agona_SL483	0,0	acyl-CoA thioester hydrolase YbgC
